position,name,url,rating,rating_count,industry_location,reviews,salaries,interviews,jobs,benefits,photos,highly_rated_for,critically_rated_for
10,Jayanita Exports,https://www.ambitionbox.com/overview/jayanita-exports-overview,3.3,(155),Furniture & Furnishing | Greater Noida +8 other locations,155,651,11,--,15,2,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
11,Bewakoof,https://www.ambitionbox.com/overview/bewakoof-brands-pvt-dot-ltd-dot-overview,3.8,(155),Fashion & Textile | Mumbai +9 other locations,155,843,14,1,23,--,"Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
12,MRCC Solutions,https://www.ambitionbox.com/overview/mrcc-solutions-overview,3.2,(156),IT Services & Consulting | Mumbai +9 other locations,156,855,8,14,11,--,,"Promotions / Appraisal, Job Security, Salary & Benefits"
13,Brainware University,https://www.ambitionbox.com/overview/brainware-university-overview,3.1,(157),Education & Training | Kolkata +2 other locations,157,461,22,25,8,19,,"Company Culture, Work Life Balance, Work Satisfaction"
14,Gennova Biopharmaceuticals,https://www.ambitionbox.com/overview/gennova-biopharmaceuticals-overview,4.4,(156),Pharma | Pune +8 other locations,156,714,11,--,16,--,"Work Life Balance, Company Culture, Job Security",
15,Atidan Technologies,https://www.ambitionbox.com/overview/atidan-technologies-overview,4.2,(154),Software Product | Mumbai +6 other locations,154,430,13,12,17,22,"Work Life Balance, Salary & Benefits, Company Culture",
16,Macmet Engineering,https://www.ambitionbox.com/overview/macmet-engineering-overview,3.9,(157),Industrial Machinery | Kolkata +14 other locations,157,592,8,1,23,--,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
17,Destek Infosolutions,https://www.ambitionbox.com/overview/destek-infosolutions-overview,3.5,(156),IT Services & Consulting | Pune +4 other locations,156,198,6,--,46,32,,"Job Security, Promotions / Appraisal, Salary & Benefits"
18,Acer India,https://www.ambitionbox.com/overview/acer-india-overview,4.3,(155),IT Services & Consulting | Bangalore / Bengaluru +33 other locations,155,744,7,--,19,--,"Skill Development / Learning, Work Life Balance, Work Satisfaction",
19,Mansukh Securities & Finance,https://www.ambitionbox.com/overview/mansukh-securities-and-finance-overview,3.1,(158),Financial Services | Ahmedabad +10 other locations,158,766,21,--,6,--,,"Salary & Benefits, Company Culture, Work Satisfaction"
20,Besant Technologies,https://www.ambitionbox.com/overview/besant-technologies-overview,3.7,(155),Education & Training | Chennai +9 other locations,155,990,15,1,10,--,Skill Development / Learning,"Salary & Benefits, Job Security, Promotions / Appraisal"
1,Ginger Webs,https://www.ambitionbox.com/overview/ginger-webs-overview,2.7,(154),IT Services & Consulting | Noida +6 other locations,154,983,16,5,8,--,,"Promotions / Appraisal, Job Security, Company Culture"
2,Data Patterns,https://www.ambitionbox.com/overview/data-patterns-overview,3.6,(156),Defence & Aerospace | Chennai +10 other locations,156,1.1k,51,18,13,--,"Job Security, Skill Development / Learning","Company Culture, Work Life Balance, Promotions / Appraisal"
3,Amnet Systems,https://www.ambitionbox.com/overview/amnet-systems-private-overview,3.7,(155),IT Services & Consulting | Chennai +6 other locations,155,769,7,15,11,--,,"Promotions / Appraisal, Salary & Benefits, Job Security"
4,Future Consumer,https://www.ambitionbox.com/overview/future-consumer-overview,4.3,(154),FMCG | Mumbai +28 other locations,154,736,6,--,19,--,"Company Culture, Work Life Balance, Work Satisfaction",
5,Naresh i Technologies,https://www.ambitionbox.com/overview/naresh-i-technologies-overview,4.0,(156),IT Services & Consulting | Hyderabad / Secunderabad +11 other locations,156,590,12,27,8,--,"Skill Development / Learning, Work Satisfaction, Work Life Balance",
6,Shankar Packagings,https://www.ambitionbox.com/overview/shankar-packagings-overview,2.8,(155),Packaging | Vadodara +6 other locations,155,789,10,5,12,--,,"Promotions / Appraisal, Company Culture, Job Security"
7,Chembond Chemicals,https://www.ambitionbox.com/overview/chembond-chemicals-overview,3.7,(155),Agro Chemicals | Mumbai +20 other locations,155,670,8,197,19,--,,"Promotions / Appraisal, Salary & Benefits"
8,KK Spun Pipes,https://www.ambitionbox.com/overview/kk-spun-pipes-overview,3.3,(154),Industrial Machinery | New Delhi +17 other locations,154,687,11,--,16,1,,"Promotions / Appraisal, Salary & Benefits, Job Security"
9,Swipewire Technologies,https://www.ambitionbox.com/overview/swipewire-technologies-overview,3.9,(154),Software Product | Chennai +4 other locations,154,795,19,--,26,1,"Skill Development / Learning, Job Security, Salary & Benefits",
10,Boston Institute of Analytics,https://www.ambitionbox.com/overview/boston-institute-of-analytics-overview,4.5,(157),Mumbai +11 other locations,157,161,37,12,3,4,"Skill Development / Learning, Company Culture, Work Satisfaction",
11,Okinawa Autotech,https://www.ambitionbox.com/overview/okinawa-autotech-overview,3.5,(154),Auto Components | Gurgaon / Gurugram +25 other locations,154,592,9,1,9,--,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
12,Imerys,https://www.ambitionbox.com/overview/imerys-overview,3.6,(151),Metals & Mining | Visakhapatnam +16 other locations,151,703,9,2,20,--,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
13,K R Mangalam University,https://www.ambitionbox.com/overview/k-r-mangalam-university-overview,3.7,(155),Education & Training | Gurgaon / Gurugram +4 other locations,155,365,19,18,8,--,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
14,Layam Flexi Solutions,https://www.ambitionbox.com/overview/layam-flexi-solutions-overview,3.6,(153),Recruitment | Chennai +34 other locations,153,575,5,--,16,--,,"Job Security, Promotions / Appraisal, Salary & Benefits"
15,Sulphur Mills,https://www.ambitionbox.com/overview/sulphur-mills-overview,3.8,(154),Agro Chemicals | Mumbai +27 other locations,154,804,12,6,23,5,,"Salary & Benefits, Promotions / Appraisal"
16,Qube Cinema Technologies,https://www.ambitionbox.com/overview/qube-cinema-technologies-overview,4.0,(156),Media & Entertainment | Chennai +11 other locations,156,769,5,13,20,--,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
17,Muthoot Mercantile,https://www.ambitionbox.com/overview/muthoot-mercantile-overview,3.5,(155),NBFC | Thiruvananthapuram +49 other locations,155,520,10,2,6,1,,"Job Security, Promotions / Appraisal, Salary & Benefits"
18,Accentuate Technology,https://www.ambitionbox.com/overview/accentuate-technology-overview,4.1,(154),IT Services & Consulting | Bangalore / Bengaluru +12 other locations,154,822,88,--,31,--,"Company Culture, Work Life Balance, Job Security",
19,Hogarth Worldwide,https://www.ambitionbox.com/overview/hogarth-worldwide-overview,3.5,(154),Marketing & Advertising | Chennai +7 other locations,154,1.4k,21,--,7,--,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
20,DLT Lab Technologies,https://www.ambitionbox.com/overview/dlt-lab-technologies-overview,2.8,(154),IT Services & Consulting | Noida +5 other locations,154,826,11,--,18,--,,"Job Security, Promotions / Appraisal, Work Satisfaction"
1,FunnL,https://www.ambitionbox.com/overview/funnl-overview,3.3,(153),Hyderabad / Secunderabad +1 other locations,153,832,7,1,4,--,,"Salary & Benefits, Promotions / Appraisal, Work Life Balance"
2,Arrise Bpo Solutions,https://www.ambitionbox.com/overview/arrise-bpo-solutions-p-overview,3.5,(153),Mumbai +40 other locations,153,534,5,11,3,--,,"Job Security, Promotions / Appraisal, Company Culture"
3,Vensure Employer Services,https://www.ambitionbox.com/overview/vensure-employer-services-overview,3.9,(153),Recruitment | Noida +3 other locations,153,148,27,58,9,39,"Salary & Benefits, Work Satisfaction",
4,Classcanyon,https://www.ambitionbox.com/overview/classcanyon-overview,4.5,(153),Education & Training | Greater Noida +4 other locations,153,63,7,--,36,--,"Company Culture, Work Life Balance, Promotions / Appraisal",
5,MiM-Essay,https://www.ambitionbox.com/overview/mim-essay-overview,4.2,(153),Education & Training | New Delhi +2 other locations,153,222,10,--,6,--,"Company Culture, Skill Development / Learning, Salary & Benefits",
6,Accentuate Technology,https://www.ambitionbox.com/overview/accentuate-technology-overview,4.1,(154),IT Services & Consulting | Bangalore / Bengaluru +12 other locations,154,822,88,--,31,--,"Company Culture, Work Life Balance, Job Security",
7,Hogarth Worldwide,https://www.ambitionbox.com/overview/hogarth-worldwide-overview,3.5,(154),Marketing & Advertising | Chennai +7 other locations,154,1.4k,21,--,7,--,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
8,Muthoot Mercantile,https://www.ambitionbox.com/overview/muthoot-mercantile-overview,3.5,(155),NBFC | Thiruvananthapuram +49 other locations,155,520,10,2,6,1,,"Job Security, Promotions / Appraisal, Salary & Benefits"
9,DLT Lab Technologies,https://www.ambitionbox.com/overview/dlt-lab-technologies-overview,2.8,(154),IT Services & Consulting | Noida +5 other locations,154,826,11,--,18,--,,"Job Security, Promotions / Appraisal, Work Satisfaction"
10,Imerys,https://www.ambitionbox.com/overview/imerys-overview,3.6,(151),Metals & Mining | Visakhapatnam +16 other locations,151,703,9,2,20,--,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
11,Sulphur Mills,https://www.ambitionbox.com/overview/sulphur-mills-overview,3.8,(154),Agro Chemicals | Mumbai +27 other locations,154,804,12,6,23,5,,"Salary & Benefits, Promotions / Appraisal"
12,Honeywell Uop,https://www.ambitionbox.com/overview/honeywell-uop-overview,3.6,(153),Oil & Gas | Gurgaon / Gurugram +5 other locations,153,758,14,--,17,6,,"Job Security, Promotions / Appraisal, Company Culture"
13,K R Mangalam University,https://www.ambitionbox.com/overview/k-r-mangalam-university-overview,3.7,(155),Education & Training | Gurgaon / Gurugram +4 other locations,155,365,19,18,8,--,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
14,Applus Velosi,https://www.ambitionbox.com/overview/applus-velosi-overview,3.6,(154),Oil & Gas | Chennai +18 other locations,154,407,6,--,23,--,,"Promotions / Appraisal, Salary & Benefits, Job Security"
15,Bikaji Foods,https://www.ambitionbox.com/overview/bikaji-foods-overview,4.0,(158),FMCG | Bikaner +36 other locations,158,554,12,11,6,--,Salary & Benefits,Promotions / Appraisal
16,Alp Nishikawa,https://www.ambitionbox.com/overview/alp-nishikawa-overview,4.2,(157),Auto Components | Gurgaon / Gurugram +11 other locations,157,715,6,3,19,3,"Job Security, Work Life Balance, Skill Development / Learning",
17,Ascendum Solutions,https://www.ambitionbox.com/overview/ascendum-solutions-overview,3.3,(153),IT Services & Consulting | Bangalore / Bengaluru +8 other locations,153,747,12,--,9,--,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
18,Zen Technologies,https://www.ambitionbox.com/overview/zen-technologies-overview,3.6,(156),Defence & Aerospace | Hyderabad / Secunderabad +6 other locations,156,706,20,31,11,4,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
19,Connect Broadband,https://www.ambitionbox.com/overview/connect-broadband-overview,4.3,(153),Telecom | Chandigarh +18 other locations,153,643,8,--,11,--,"Company Culture, Work Life Balance, Work Satisfaction",
20,Magicrete Building Solutions,https://www.ambitionbox.com/overview/magicrete-building-solutions-overview,3.5,(155),Building Material | Surat +23 other locations,155,742,17,--,13,--,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
1,Vihaan Networks,https://www.ambitionbox.com/overview/vihaan-networks-overview,4.0,(154),Telecom | Gurgaon / Gurugram +21 other locations,154,755,8,--,15,2,"Work Life Balance, Company Culture, Work Satisfaction",
2,Aptonline,https://www.ambitionbox.com/overview/apt-online-overview,3.7,(154),IT Services & Consulting | Hyderabad / Secunderabad +6 other locations,154,1.1k,5,--,18,--,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
3,Graviti Pharmaceuticals,https://www.ambitionbox.com/overview/graviti-pharmaceuticals-overview,3.4,(154),Pharma | Hyderabad / Secunderabad +4 other locations,154,815,3,4,12,--,,"Company Culture, Work Satisfaction, Job Security"
4,Qube Cinema Technologies,https://www.ambitionbox.com/overview/qube-cinema-technologies-overview,4.0,(156),Media & Entertainment | Chennai +11 other locations,156,769,5,13,20,--,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
5,EDR Continuous Information,https://www.ambitionbox.com/overview/edr-continuous-information-overview,3.1,(156),IT Services & Consulting | Chennai +2 other locations,156,734,10,1,13,--,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
6,Layam Flexi Solutions,https://www.ambitionbox.com/overview/layam-flexi-solutions-overview,3.6,(153),Recruitment | Chennai +34 other locations,153,575,5,--,16,--,,"Job Security, Promotions / Appraisal, Salary & Benefits"
7,Lynk,https://www.ambitionbox.com/overview/lynk-overview,3.3,(158),Logistics | Chennai +13 other locations,158,967,10,--,8,--,,"Promotions / Appraisal, Job Security, Company Culture"
8,Moder Solutions,https://www.ambitionbox.com/overview/moder-solutions-overview,3.4,(157),Financial Services | Bangalore / Bengaluru +5 other locations,157,848,19,10,--,--,,"Job Security, Promotions / Appraisal, Company Culture"
9,Onicra Credit Rating Agency,https://www.ambitionbox.com/overview/onicra-credit-rating-agency-overview,2.8,(152),FinTech | Noida +32 other locations,152,339,3,--,17,--,,"Job Security, Salary & Benefits, Company Culture"
10,Elsevier,https://www.ambitionbox.com/overview/elsevier-overview,4.4,(151),Printing & Publishing | Chennai +9 other locations,151,1.1k,20,--,14,31,"Work Life Balance, Company Culture, Work Satisfaction",
11,Capricorn Logistics,https://www.ambitionbox.com/overview/capricorn-logistics-overview,3.7,(153),Logistics | Mumbai +22 other locations,153,671,5,19,9,--,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
12,Panchshil Realty,https://www.ambitionbox.com/overview/panchshil-realty-overview,4.3,(154),Real Estate | Pune +3 other locations,154,828,10,--,16,--,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
13,DCW,https://www.ambitionbox.com/overview/dcw-overview,3.6,(153),Chemicals | Thoothukudi +11 other locations,153,652,8,1,20,--,,"Company Culture, Promotions / Appraisal, Salary & Benefits"
14,VWR International,https://www.ambitionbox.com/overview/vwr-international-overview,3.6,(153),Pharma | Coimbatore +5 other locations,153,1k,10,--,20,--,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
15,Henkel,https://www.ambitionbox.com/overview/henkel-overview,4.2,(152),Chemicals | Chennai +25 other locations,152,674,10,--,16,7,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
16,Intense Technologies,https://www.ambitionbox.com/overview/intense-technologies-overview,3.9,(155),IT Services & Consulting | Hyderabad / Secunderabad +13 other locations,155,1.2k,10,3,18,--,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
17,e-Centric Solutions,https://www.ambitionbox.com/overview/e-centric-solutions-overview,3.3,(152),IT Services & Consulting | Hyderabad / Secunderabad +30 other locations,152,584,3,--,15,--,,"Promotions / Appraisal, Company Culture, Job Security"
18,Srei Sahaj e-Village,https://www.ambitionbox.com/overview/srei-sahaj-e-village-overview,4.5,(152),Retail | Kolkata +34 other locations,152,265,3,--,28,--,"Skill Development / Learning, Company Culture, Work Life Balance",
